=== Training Log ===
================================================================
🚀 KLA HACKATHON: High-Performance GPU Training & Submission
⚡ Device: cuda (NVIDIA GeForce RTX 4060 Laptop GPU)
⚡ TF32 Tensor Cores: Enabled | PyTorch: 2.6.0+cu124
================================================================
Found 3200 training pairs, 400 test images.
Preloading contiguous tensor arrays into RAM...
✅ Tensors loaded: Train LR torch.Size([2880, 1, 128, 128]), HR torch.Size([2880, 1, 256, 256])
✅ Validation: 320 pairs
✅ Model: NAFNetSR (23.70M parameters)
Loading transferred checkpoint: C:\Users\shash\.gemini\antigravity-ide\scratch\kla_hackathon\kla_best_model.pth...
✅ Successfully resumed from Epoch 25 | Baseline Best PSNR: 27.82 dB

🚀 Training on RTX 4060: Epochs 25 -> 300 | Effective Batch: 16 | Charbonnier Loss

Epoch [225/300] (84.2s) | Loss: 0.02826 | Val PSNR: 28.58 dB | LR: 1.90e-04 
Epoch [226/300] (84.7s) | Loss: 0.02839 | Val PSNR: 28.58 dB | LR: 1.86e-04 
Epoch [227/300] (84.5s) | Loss: 0.02827 | Val PSNR: 28.57 dB | LR: 1.81e-04 
Epoch [228/300] (84.6s) | Loss: 0.02822 | Val PSNR: 28.58 dB | LR: 1.77e-04 
Epoch [229/300] (84.2s) | Loss: 0.02819 | Val PSNR: 28.57 dB | LR: 1.72e-04 
Epoch [230/300] (84.7s) | Loss: 0.02858 | Val PSNR: 28.57 dB | LR: 1.68e-04 
Epoch [231/300] (84.3s) | Loss: 0.02887 | Val PSNR: 28.56 dB | LR: 1.63e-04 
Epoch [232/300] (84.5s) | Loss: 0.02833 | Val PSNR: 28.57 dB | LR: 1.59e-04 
Epoch [233/300] (84.0s) | Loss: 0.02819 | Val PSNR: 28.57 dB | LR: 1.55e-04 
Epoch [234/300] (83.9s) | Loss: 0.02821 | Val PSNR: 28.57 dB | LR: 1.50e-04 
Epoch [235/300] (83.9s) | Loss: 0.02812 | Val PSNR: 28.57 dB | LR: 1.46e-04 
Epoch [236/300] (84.0s) | Loss: 0.02815 | Val PSNR: 28.57 dB | LR: 1.42e-04 
Epoch [237/300] (84.6s) | Loss: 0.02811 | Val PSNR: 28.57 dB | LR: 1.38e-04 
Epoch [238/300] (84.9s) | Loss: 0.02808 | Val PSNR: 28.57 dB | LR: 1.34e-04 
Epoch [239/300] (84.8s) | Loss: 0.02806 | Val PSNR: 28.57 dB | LR: 1.30e-04 
Epoch [240/300] (84.5s) | Loss: 0.02808 | Val PSNR: 28.57 dB | LR: 1.26e-04 
Epoch [241/300] (84.8s) | Loss: 0.02808 | Val PSNR: 28.57 dB | LR: 1.22e-04 
Epoch [242/300] (84.8s) | Loss: 0.02816 | Val PSNR: 28.56 dB | LR: 1.18e-04 
Epoch [243/300] (84.7s) | Loss: 0.02809 | Val PSNR: 28.56 dB | LR: 1.14e-04 
Epoch [244/300] (82.8s) | Loss: 0.02804 | Val PSNR: 28.56 dB | LR: 1.11e-04 
Epoch [245/300] (79.0s) | Loss: 0.02802 | Val PSNR: 28.56 dB | LR: 1.07e-04 
Epoch [246/300] (78.2s) | Loss: 0.02801 | Val PSNR: 28.56 dB | LR: 1.03e-04 
Epoch [247/300] (78.6s) | Loss: 0.02798 | Val PSNR: 28.56 dB | LR: 9.99e-05 
Epoch [248/300] (78.2s) | Loss: 0.02797 | Val PSNR: 28.56 dB | LR: 9.64e-05 
Epoch [249/300] (78.1s) | Loss: 0.02794 | Val PSNR: 28.56 dB | LR: 9.29e-05 
Epoch [250/300] (78.2s) | Loss: 0.02794 | Val PSNR: 28.55 dB | LR: 8.95e-05 
Epoch [251/300] (78.1s) | Loss: 0.02795 | Val PSNR: 28.55 dB | LR: 8.62e-05 
Epoch [252/300] (79.8s) | Loss: 0.02794 | Val PSNR: 28.55 dB | LR: 8.29e-05 
Epoch [253/300] (79.6s) | Loss: 0.02794 | Val PSNR: 28.55 dB | LR: 7.97e-05 
Epoch [254/300] (78.8s) | Loss: 0.02791 | Val PSNR: 28.55 dB | LR: 7.66e-05 
Epoch [255/300] (79.9s) | Loss: 0.02790 | Val PSNR: 28.55 dB | LR: 7.35e-05 
Epoch [256/300] (79.4s) | Loss: 0.02789 | Val PSNR: 28.55 dB | LR: 7.04e-05 
Epoch [257/300] (80.8s) | Loss: 0.02787 | Val PSNR: 28.55 dB | LR: 6.74e-05 
Epoch [258/300] (79.6s) | Loss: 0.02786 | Val PSNR: 28.54 dB | LR: 6.45e-05 
Epoch [259/300] (79.0s) | Loss: 0.02785 | Val PSNR: 28.54 dB | LR: 6.16e-05 
Epoch [260/300] (79.4s) | Loss: 0.02785 | Val PSNR: 28.54 dB | LR: 5.89e-05 
Epoch [261/300] (79.7s) | Loss: 0.02783 | Val PSNR: 28.54 dB | LR: 5.61e-05 
Epoch [262/300] (78.9s) | Loss: 0.02782 | Val PSNR: 28.54 dB | LR: 5.34e-05 
Epoch [263/300] (79.2s) | Loss: 0.02782 | Val PSNR: 28.54 dB | LR: 5.08e-05 
Epoch [264/300] (79.3s) | Loss: 0.02782 | Val PSNR: 28.54 dB | LR: 4.83e-05 
Epoch [265/300] (79.3s) | Loss: 0.02783 | Val PSNR: 28.53 dB | LR: 4.58e-05 
Epoch [266/300] (82.9s) | Loss: 0.02779 | Val PSNR: 28.53 dB | LR: 4.34e-05 
Epoch [267/300] (85.0s) | Loss: 0.02778 | Val PSNR: 28.53 dB | LR: 4.10e-05 
Epoch [268/300] (78.8s) | Loss: 0.02778 | Val PSNR: 28.53 dB | LR: 3.87e-05 
Epoch [269/300] (79.4s) | Loss: 0.02778 | Val PSNR: 28.53 dB | LR: 3.65e-05 
Epoch [270/300] (84.1s) | Loss: 0.02775 | Val PSNR: 28.53 dB | LR: 3.44e-05 
Epoch [271/300] (83.7s) | Loss: 0.02777 | Val PSNR: 28.53 dB | LR: 3.23e-05 
Epoch [272/300] (85.8s) | Loss: 0.02777 | Val PSNR: 28.53 dB | LR: 3.02e-05 
Epoch [273/300] (83.7s) | Loss: 0.02774 | Val PSNR: 28.53 dB | LR: 2.83e-05 
Epoch [274/300] (84.1s) | Loss: 0.02773 | Val PSNR: 28.53 dB | LR: 2.64e-05 
Epoch [275/300] (84.0s) | Loss: 0.02774 | Val PSNR: 28.52 dB | LR: 2.45e-05 
Epoch [276/300] (84.0s) | Loss: 0.02773 | Val PSNR: 28.52 dB | LR: 2.28e-05 
Epoch [277/300] (83.6s) | Loss: 0.02773 | Val PSNR: 28.52 dB | LR: 2.11e-05 
Epoch [278/300] (83.9s) | Loss: 0.02772 | Val PSNR: 28.52 dB | LR: 1.95e-05 
Epoch [279/300] (83.6s) | Loss: 0.02772 | Val PSNR: 28.52 dB | LR: 1.79e-05 
Epoch [280/300] (83.8s) | Loss: 0.02772 | Val PSNR: 28.52 dB | LR: 1.64e-05 
Epoch [281/300] (83.6s) | Loss: 0.02772 | Val PSNR: 28.52 dB | LR: 1.50e-05 
Epoch [282/300] (83.7s) | Loss: 0.02771 | Val PSNR: 28.52 dB | LR: 1.36e-05 
Epoch [283/300] (83.6s) | Loss: 0.02771 | Val PSNR: 28.52 dB | LR: 1.23e-05 
Epoch [284/300] (83.3s) | Loss: 0.02770 | Val PSNR: 28.52 dB | LR: 1.11e-05 
Epoch [285/300] (83.4s) | Loss: 0.02771 | Val PSNR: 28.52 dB | LR: 9.96e-06 
Epoch [286/300] (83.4s) | Loss: 0.02770 | Val PSNR: 28.52 dB | LR: 8.88e-06 
Epoch [287/300] (83.3s) | Loss: 0.02770 | Val PSNR: 28.51 dB | LR: 7.86e-06 
Epoch [288/300] (83.2s) | Loss: 0.02769 | Val PSNR: 28.51 dB | LR: 6.92e-06 
Epoch [289/300] (84.4s) | Loss: 0.02769 | Val PSNR: 28.51 dB | LR: 6.05e-06 
Epoch [290/300] (83.6s) | Loss: 0.02770 | Val PSNR: 28.51 dB | LR: 5.24e-06 
Epoch [291/300] (83.4s) | Loss: 0.02770 | Val PSNR: 28.51 dB | LR: 4.51e-06 
Epoch [292/300] (83.2s) | Loss: 0.02770 | Val PSNR: 28.51 dB | LR: 3.84e-06 
Epoch [293/300] (83.3s) | Loss: 0.02768 | Val PSNR: 28.51 dB | LR: 3.24e-06 
Epoch [294/300] (83.4s) | Loss: 0.02768 | Val PSNR: 28.51 dB | LR: 2.72e-06 
Epoch [295/300] (83.3s) | Loss: 0.02768 | Val PSNR: 28.51 dB | LR: 2.26e-06 
Epoch [296/300] (83.3s) | Loss: 0.02768 | Val PSNR: 28.51 dB | LR: 1.88e-06 
Epoch [297/300] (83.5s) | Loss: 0.02768 | Val PSNR: 28.51 dB | LR: 1.56e-06 
Epoch [298/300] (83.7s) | Loss: 0.02768 | Val PSNR: 28.51 dB | LR: 1.32e-06 
Epoch [299/300] (83.3s) | Loss: 0.02768 | Val PSNR: 28.51 dB | LR: 1.14e-06 
Epoch [300/300] (83.5s) | Loss: 0.02768 | Val PSNR: 28.51 dB | LR: 1.04e-06 

================================================================
✅ Training Finished! Top Val PSNR: 28.58 dB
Checkpoint saved to: C:\Users\shash\.gemini\antigravity-ide\scratch\kla_hackathon\best_model_rtx.pth and C:\Users\shash\.gemini\antigravity-ide\scratch\kla_hackathon\models\best_model.pth
================================================================

🔮 Generating Final Predictions with 8-Fold TTA on 400 test images...

📦 Packaging 400 predictions into C:\Users\shash\.gemini\antigravity-ide\scratch\kla_hackathon\predictions_submission.zip...
✅ Submission ZIP created: C:\Users\shash\.gemini\antigravity-ide\scratch\kla_hackathon\predictions_submission.zip (90.70 MB)

📁 Creating standalone submission folder 'team_name/'...
✅ Standalone 'team_name/' package updated successfully!
